"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ZAF","EDUTRY","55_64","PC_AGE","A","2022",12.530725,
"CRI","EDUTRY","55_64","PC_AGE","A","1987",4.2320623,
"CRI","EDUTRY","55_64","PC_AGE","A","1988",5.2582932,
"CRI","EDUTRY","55_64","PC_AGE","A","1989",5.4039202,
"CRI","EDUTRY","55_64","PC_AGE","A","1990",5.7034144,
"CRI","EDUTRY","55_64","PC_AGE","A","1991",5.0872273,
"CRI","EDUTRY","55_64","PC_AGE","A","1992",6.6619048,
"CRI","EDUTRY","55_64","PC_AGE","A","1993",6.7861753,
"CRI","EDUTRY","55_64","PC_AGE","A","1994",7.6632152,
"CRI","EDUTRY","55_64","PC_AGE","A","1995",8.7802496,
"CRI","EDUTRY","55_64","PC_AGE","A","1996",8.9796467,
"CRI","EDUTRY","55_64","PC_AGE","A","1997",10.162616,
"CRI","EDUTRY","55_64","PC_AGE","A","1998",13.866374,
"CRI","EDUTRY","55_64","PC_AGE","A","1999",10.48661,
"CRI","EDUTRY","55_64","PC_AGE","A","2000",10.679012,
"CRI","EDUTRY","55_64","PC_AGE","A","2001",12.772071,
"CRI","EDUTRY","55_64","PC_AGE","A","2002",11.841963,
"CRI","EDUTRY","55_64","PC_AGE","A","2003",12.709945,
"CRI","EDUTRY","55_64","PC_AGE","A","2004",14.542072,
"CRI","EDUTRY","55_64","PC_AGE","A","2005",14.475554,
"CRI","EDUTRY","55_64","PC_AGE","A","2006",14.083977,
"CRI","EDUTRY","55_64","PC_AGE","A","2007",17.810022,
"CRI","EDUTRY","55_64","PC_AGE","A","2008",20.068699,
"CRI","EDUTRY","55_64","PC_AGE","A","2009",20.493906,
"CRI","EDUTRY","55_64","PC_AGE","A","2010",17.624453,
"CRI","EDUTRY","55_64","PC_AGE","A","2011",20.239185,
"CRI","EDUTRY","55_64","PC_AGE","A","2012",23.4566,
"CRI","EDUTRY","55_64","PC_AGE","A","2013",20.306833,
"CRI","EDUTRY","55_64","PC_AGE","A","2014",20.68379,
"CRI","EDUTRY","55_64","PC_AGE","A","2015",20.201075,
"CRI","EDUTRY","55_64","PC_AGE","A","2016",21.284702,
"CRI","EDUTRY","55_64","PC_AGE","A","2017",19.075848,
"CRI","EDUTRY","55_64","PC_AGE","A","2018",18.074013,
"CRI","EDUTRY","55_64","PC_AGE","A","2019",20.365545,
"CRI","EDUTRY","55_64","PC_AGE","A","2020",20.935749,
"CRI","EDUTRY","55_64","PC_AGE","A","2021",18.763405,
"CRI","EDUTRY","55_64","PC_AGE","A","2022",20.095444,
"OAVG","EDUTRY","55_64","PC_AGE","A","1998",13.42411,
"OAVG","EDUTRY","55_64","PC_AGE","A","1999",13.745442,
"OAVG","EDUTRY","55_64","PC_AGE","A","2000",15.309753,
"OAVG","EDUTRY","55_64","PC_AGE","A","2001",15.277989,
"OAVG","EDUTRY","55_64","PC_AGE","A","2002",16.955785,
"OAVG","EDUTRY","55_64","PC_AGE","A","2003",17.947956,
"OAVG","EDUTRY","55_64","PC_AGE","A","2004",18.084075,
"OAVG","EDUTRY","55_64","PC_AGE","A","2005",19.507413,
"OAVG","EDUTRY","55_64","PC_AGE","A","2006",19.336017,
"OAVG","EDUTRY","55_64","PC_AGE","A","2007",20.564438,
"OAVG","EDUTRY","55_64","PC_AGE","A","2008",21.51382,
"OAVG","EDUTRY","55_64","PC_AGE","A","2009",22.016387,
"OAVG","EDUTRY","55_64","PC_AGE","A","2010",22.224696,
"OAVG","EDUTRY","55_64","PC_AGE","A","2011",22.769621,
"OAVG","EDUTRY","55_64","PC_AGE","A","2012",23.837997,
"OAVG","EDUTRY","55_64","PC_AGE","A","2013",24.094286,
"OAVG","EDUTRY","55_64","PC_AGE","A","2014",25.194987,
"OAVG","EDUTRY","55_64","PC_AGE","A","2015",25.287476,
"OAVG","EDUTRY","55_64","PC_AGE","A","2016",26.266188,
"OAVG","EDUTRY","55_64","PC_AGE","A","2017",26.345527,
"OAVG","EDUTRY","55_64","PC_AGE","A","2018",27.370798,
"OAVG","EDUTRY","55_64","PC_AGE","A","2019",28.35258,
"OAVG","EDUTRY","55_64","PC_AGE","A","2020",29.303619,
"OAVG","EDUTRY","55_64","PC_AGE","A","2021",29.716993,
"OAVG","EDUTRY","55_64","PC_AGE","A","2022",30.319713,
"G20","EDUTRY","55_64","PC_AGE","A","2010",19.282866,
"G20","EDUTRY","55_64","PC_AGE","A","2011",19.341194,
"G20","EDUTRY","55_64","PC_AGE","A","2012",20.050259,
"G20","EDUTRY","55_64","PC_AGE","A","2018",25.246797,
"G20","EDUTRY","55_64","PC_AGE","A","2019",24.313228,
"G20","EDUTRY","55_64","PC_AGE","A","2020",25.918264,
"G20","EDUTRY","55_64","PC_AGE","A","2022",25.953946,
"BGR","EDUTRY","55_64","PC_AGE","A","2015",23.394281,
"BGR","EDUTRY","55_64","PC_AGE","A","2022",24.033226,
"ROU","EDUTRY","55_64","PC_AGE","A","2015",9.3483505,
"ROU","EDUTRY","55_64","PC_AGE","A","2021",9.9803381,
"ROU","EDUTRY","55_64","PC_AGE","A","2022",10.387609,
